timestamp[s] pos_x[m] pos_y[m] pos_z[m] rot_x rot_y rot_z rot_w quality
64.672 0.0100055 0.00110277 -0.00853887 -0.0549356 0.0234779 0.00151491 0.998213 1
64.772 0.0155721 0.00170389 -0.0077655 -0.06045 0.0286529 0.00426556 0.997751 1
64.8721 0.0183439 0.000215972 -0.00580953 -0.0596469 0.0294026 0.0063458 0.997766 1
64.9721 0.0173649 -0.00234184 -0.00454883 -0.0527993 0.0239982 0.00477269 0.998305 1
65.0721 0.0151554 -0.00246893 -0.00372191 -0.0487181 0.0175454 0.00492834 0.998646 1
65.1721 0.0125569 -0.00130134 -0.00365812 -0.0518678 0.0165438 0.0131365 0.998431 1
65.2721 0.0113455 -0.00203584 -0.00430298 -0.0535109 0.0170746 0.0196038 0.998229 1
65.3721 0.0157 -0.00408763 -0.00410526 -0.0502302 0.0167262 0.019509 0.998407 1
65.4721 0.0168248 -0.00394408 -0.000967835 -0.0451036 0.0155821 0.013795 0.998766 1
65.5721 0.0193687 -0.00192653 -0.000604306 -0.0482099 0.0155866 0.010503 0.99866 1
65.6721 0.0195609 -0.00137961 -0.00143808 -0.0479267 0.0151518 0.0111634 0.998674 1
65.7721 0.0189659 -0.00075786 -0.000906605 -0.0466282 0.0136198 0.00845865 0.998784 1
65.8722 0.020166 -0.00136418 0.00468128 -0.0343655 0.0105256 0.0065658 0.999332 1
65.9722 0.018154 -0.00241189 0.0141205 -0.00397076 0.00724775 0.00616174 0.999947 1
66.0722 0.0113454 -0.00486839 0.0236982 0.017231 0.0118265 0.00750601 0.999753 1
66.1722 0.000938858 -0.00992814 0.0308769 0.0193103 0.0213677 0.00987638 0.999536 1
66.2722 -0.00357148 -0.0175066 0.0410343 0.00501452 0.0225391 0.0129909 0.999649 1
66.3722 -0.00835562 -0.0251153 0.0546286 -0.0103299 0.0216324 0.00945428 0.999668 1
66.4722 -0.00689728 -0.0327284 0.072608 -0.0194091 0.016772 0.0120394 0.999598 1
66.5722 -0.00514937 -0.0372808 0.0938943 -0.0185252 0.0168801 0.0173096 0.999536 1
66.6722 -0.00298919 -0.040328 0.113782 -0.00470911 0.0161654 0.0183726 0.999689 1
66.7722 -1.48061e-05 -0.04337 0.135707 0.00669995 0.0163266 0.0193469 0.999657 1
66.8723 -0.00131963 -0.0522723 0.157375 0.00036488 0.020271 0.0169378 0.999651 1
66.9723 -0.00186083 -0.0645727 0.181219 -0.0151789 0.0214676 0.0152467 0.999538 1
